"349190600","BIELSKO-BIA£A","1991","01",4.7,"",4.6,"",-.1,"",4.9,"",77.2,"",977.7,"",1027.7,"",3.5,"",8.7,""
"349190600","BIELSKO-BIA£A","1991","02",4.9,"",3.3,"",-4.3,"",3.9,"",79.8,"",971.5,"",1022.0,"",10.1,"",16.7,""
"349190600","BIELSKO-BIA£A","1991","03",5.4,"",3.8,"",5.7,"",7.2,"",78.9,"",970.0,"",1018.5,"",8.6,"",10.9,""
"349190600","BIELSKO-BIA£A","1991","04",5.3,"",3.0,"",6.4,"",7.3,"",76.2,"",968.9,"",1017.2,"",39.5,"",24.4,""
"349190600","BIELSKO-BIA£A","1991","05",6.5,"",2.9,"",9.2,"",9.0,"",78.1,"",968.6,"",1016.4,"",62.4,"",58.0,""
"349190600","BIELSKO-BIA£A","1991","06",5.1,"",3.6,"",15.1,"",12.4,"",72.6,"",967.5,"",1014.2,"",67.0,"",58.8,""
"349190600","BIELSKO-BIA£A","1991","07",4.4,"",2.5,"",18.4,"",16.1,"",76.8,"",969.9,"",1016.3,"",52.4,"",57.3,""
"349190600","BIELSKO-BIA£A","1991","08",4.9,"",2.5,"",17.0,"",14.8,"",76.9,"",971.5,"",1018.2,"",99.1,"",54.4,""
"349190600","BIELSKO-BIA£A","1991","09",3.7,"",4.4,"",14.5,"",11.8,"",72.6,"",970.9,"",1017.9,"",19.2,"",34.5,""
"349190600","BIELSKO-BIA£A","1991","10",4.4,"",4.0,"",7.4,"",8.4,"",77.8,"",971.6,"",1019.9,"",4.9,"",33.8,""
"349190600","BIELSKO-BIA£A","1991","11",6.0,"",4.6,"",3.9,"",6.8,"",85.0,"",968.9,"",1017.7,"",41.7,"",39.3,""
"349190600","BIELSKO-BIA£A","1991","12",5.7,"",4.3,"",-2.5,"",4.7,"",87.4,"",976.3,"",1026.6,"",27.7,"",24.5,""
"349190600","BIELSKO-BIA£A","1992","01",5.2,"",4.4,"",-.3,"",5.1,"",83.8,"",978.9,"",1029.0,"",25.6,"",25.8,""
"349190600","BIELSKO-BIA£A","1992","02",5.5,"",4.5,"",1.2,"",5.4,"",80.3,"",973.1,"",1022.6,"",28.6,"",26.1,""
"349190600","BIELSKO-BIA£A","1992","03",4.6,"",5.2,"",3.6,"",5.6,"",70.6,"",967.4,"",1016.2,"",23.1,"",24.6,""
"349190600","BIELSKO-BIA£A","1992","04",5.5,"",4.1,"",7.9,"",7.3,"",68.3,"",965.1,"",1012.9,"",25.4,"",34.1,""
"349190600","BIELSKO-BIA£A","1992","05",4.0,"",4.2,"",12.6,"",9.7,"",67.9,"",973.1,"",1020.6,"",17.6,"",6.2,""
"349190600","BIELSKO-BIA£A","1992","06",4.0,"",3.4,"",17.1,"",13.5,"",71.1,"",967.5,"",1014.0,"",63.3,"",17.5,""
"349190600","BIELSKO-BIA£A","1992","07",3.7,"",3.1,"",19.1,"",14.2,"",65.7,"",970.6,"",1016.9,"",68.4,"",20.5,""
"349190600","BIELSKO-BIA£A","1992","08",2.8,"",3.4,"",22.1,"",14.1,"",56.2,"",969.6,"",1015.3,"",17.8,"",9.9,""
"349190600","BIELSKO-BIA£A","1992","09",4.0,"",4.4,"",13.3,"",11.1,"",73.0,"",972.4,"",1019.7,"",60.9,"",36.1,""
"349190600","BIELSKO-BIA£A","1992","10",5.7,"",4.5,"",7.0,"",7.9,"",77.6,"",963.4,"",1011.3,"",47.0,"",61.5,""
"349190600","BIELSKO-BIA£A","1992","11",5.8,"",5.1,"",4.5,"",6.5,"",76.7,"",968.3,"",1017.0,"",11.2,"",11.7,""
"349190600","BIELSKO-BIA£A","1992","12",4.8,"",3.2,"",-1.2,"",4.9,"",83.8,"",973.7,"",1023.6,"",47.6,"",32.2,""
"349190600","BIELSKO-BIA£A","1993","01",4.7,"",6.8,"",.9,"",5.0,"",71.1,"",975.3,"",1025.0,"",31.5,"",9.4,""
"349190600","BIELSKO-BIA£A","1993","02",4.6,"",3.5,"",-1.7,"",4.4,"",81.8,"",977.0,"",1027.2,"",18.5,"",24.1,""
"349190600","BIELSKO-BIA£A","1993","03",5.5,"",4.3,"",1.4,"",5.4,"",77.7,"",971.8,"",1021.2,"",27.7,"",47.8,""
