"349190600","BIELSKO-BIA£A","2001","01",5.5,"",2.8,"",-.5,"",5.1,"",84.7,"",969.6,"",1019.3,"",35.8,"",35.3,""
"349190600","BIELSKO-BIA£A","2001","02",5.5,"",3.3,"",.6,"",5.1,"",78.1,"",968.3,"",1017.6,"",23.6,"",17.9,""
"349190600","BIELSKO-BIA£A","2001","03",6.4,"",3.0,"",4.2,"",6.6,"",78.9,"",961.1,"",1009.4,"",41.6,"",35.6,""
"349190600","BIELSKO-BIA£A","2001","04",5.9,"",2.5,"",7.6,"",7.5,"",74.5,"",964.9,"",1012.8,"",75.0,"",62.9,""
"349190600","BIELSKO-BIA£A","2001","05",4.1,"",2.6,"",14.5,"",10.7,"",66.0,"",969.0,"",1015.9,"",29.1,"",46.6,""
"349190600","BIELSKO-BIA£A","2001","06",5.9,"",2.3,"",14.1,"",12.7,"",79.4,"",967.6,"",1014.5,"",92.9,"",79.2,""
"349190600","BIELSKO-BIA£A","2001","07",5.4,"",2.0,"",18.5,"",16.8,"",80.4,"",968.0,"",1014.2,"",122.4,"",128.0,""
"349190600","BIELSKO-BIA£A","2001","08",4.3,"",1.2,"",19.0,"",16.9,"",76.6,"",970.9,"",1017.2,"",37.8,"",60.5,""
"349190600","BIELSKO-BIA£A","2001","09",6.5,"",2.4,"",11.9,"",11.6,"",83.5,"",965.0,"",1012.1,"",62.4,"",100.1,""
"349190600","BIELSKO-BIA£A","2001","10",4.3,"",2.3,"",12.4,"",11.7,"",80.7,"",972.8,"",1020.3,"",7.8,"",16.7,""
"349190600","BIELSKO-BIA£A","2001","11",6.3,"",2.8,"",1.8,"",5.9,"",83.7,"",970.5,"",1019.7,"",36.6,"",35.0,""
"349190600","BIELSKO-BIA£A","2001","12",6.3,"",3.4,"",-4.7,"",4.0,"",88.4,"",971.9,"",1022.4,"",22.1,"",25.0,""
"349190625","ZAKOPANE","2001","01",5.0,"",.8,"",-3.4,"",4.2,"",85.1,"",916.6,"",784.0,"",34.5,"",30.3,""
"349190625","ZAKOPANE","2001","02",5.8,"",1.5,"",-2.3,"",4.2,"",78.7,"",915.1,"",771.9,"",26.0,"",27.7,""
"349190625","ZAKOPANE","2001","03",6.2,"",1.3,"",1.6,"",5.6,"",79.6,"",909.0,"",716.5,"",30.0,"",29.6,""
"349190625","ZAKOPANE","2001","04",6.3,"",1.2,"",5.1,"",6.5,"",76.2,"",913.0,"",750.7,"",77.3,"",63.0,""
"349190625","ZAKOPANE","2001","05",4.8,"",1.5,"",11.8,"",9.6,"",70.8,"",918.0,"",794.1,"",49.4,"",52.9,""
"349190625","ZAKOPANE","2001","06",6.5,"",1.1,"",11.6,"",11.1,"",81.9,"",916.6,"",781.2,"",118.9,"",135.1,""
"349190625","ZAKOPANE","2001","07",5.7,"",1.0,"",15.9,"",14.8,"",83.0,"",917.9,"",792.3,"",181.0,"",258.2,""
"349190625","ZAKOPANE","2001","08",4.4,"",.9,"",15.9,"",14.3,"",79.9,"",921.0,"",820.3,"",14.0,"",61.3,""
"349190625","ZAKOPANE","2001","09",6.3,"",1.1,"",9.3,"",10.1,"",86.1,"",914.1,"",758.8,"",68.6,"",54.4,""
"349190625","ZAKOPANE","2001","10",4.7,"",1.1,"",9.3,"",9.6,"",82.3,"",921.9,"",829.6,"",6.8,"",19.3,""
"349190625","ZAKOPANE","2001","11",6.2,"",1.3,"",-.9,"",4.8,"",82.0,"",917.2,"",789.6,"",37.3,"",36.7,""
"349190625","ZAKOPANE","2001","12",5.8,"",1.0,"",-6.5,"",3.2,"",82.7,"",917.5,"",792.1,"",18.6,"",31.3,""
"349190650","KASPROWY WIERCH","2001","01",5.6,"",7.4,"",-6.6,"",3.2,"",81.3,"",793.7,"",1451.0,"",73.2,"",62.7,""
"349190650","KASPROWY WIERCH","2001","02",5.7,"",7.6,"",-8.1,"",2.8,"",78.4,"",792.0,"",1438.8,"",72.1,"",66.3,""
"349190650","KASPROWY WIERCH","2001","03",6.6,"",8.1,"",-4.5,"",4.1,"",89.9,"",788.3,"",1393.4,"",40.6,"",36.4,""
"349190650","KASPROWY WIERCH","2001","04",6.6,"",6.5,"",-2.3,"",4.6,"",88.2,"",792.8,"",1434.4,"",104.2,"",87.2,""
"349190650","KASPROWY WIERCH","2001","05",5.2,"",5.9,"",3.8,"",6.7,"",83.9,"",799.9,"",1494.1,"",73.4,"",71.0,""
"349190650","KASPROWY WIERCH","2001","06",7.0,"",5.6,"",3.9,"",7.6,"",93.4,"",798.5,"",1480.6,"",174.3,"",242.0,""
"349190650","KASPROWY WIERCH","2001","07",6.4,"",6.3,"",8.8,"",10.4,"",90.9,"",801.8,"",1505.4,"",290.5,"",360.9,""
"349190650","KASPROWY WIERCH","2001","08",5.0,"",4.2,"",9.5,"",10.3,"",85.2,"",804.8,"",1535.0,"",125.1,"",61.6,""
"349190650","KASPROWY WIERCH","2001","09",6.9,"",6.0,"",2.5,"",7.0,"",95.0,"",795.8,"",1455.3,"",166.8,"",160.9,""
"349190650","KASPROWY WIERCH","2001","10",4.4,"",5.1,"",4.8,"",6.5,"",76.3,"",803.4,"",1528.5,"",12.4,"",26.1,""
"349190650","KASPROWY WIERCH","2001","11",6.0,"",7.2,"",-6.6,"",3.2,"",84.2,"",794.2,"",1457.0,"",104.0,"",102.4,""
"349190650","KASPROWY WIERCH","2001","12",5.4,"",7.9,"",-10.7,"",2.2,"",78.8,"",792.7,"",1450.4,"",41.0,"",45.2,""
"349200660","NOWY S•CZ","2001","01",4.9,"",1.2,"",-.7,"",5.1,"",85.3,"",983.1,"",1020.1,"",34.8,"",28.6,""
"349200660","NOWY S•CZ","2001","02",5.1,"",1.8,"",.3,"",5.3,"",81.4,"",980.9,"",1017.6,"",21.9,"",11.7,""
"349200660","NOWY S•CZ","2001","03",5.9,"",1.7,"",4.9,"",7.0,"",80.2,"",974.0,"",1009.9,"",29.9,"",27.1,""
"349200660","NOWY S•CZ","2001","04",5.6,"",1.5,"",8.6,"",8.9,"",80.2,"",977.1,"",1012.7,"",51.4,"",49.3,""
"349200660","NOWY S•CZ","2001","05",4.2,"",1.5,"",14.7,"",11.6,"",71.3,"",981.0,"",1015.8,"",28.1,"",30.4,""
"349200660","NOWY S•CZ","2001","06",6.1,"",1.5,"",15.2,"",13.7,"",80.7,"",979.2,"",1013.9,"",55.0,"",88.1,""
"349200660","NOWY S•CZ","2001","07",5.2,"",1.0,"",19.5,"",18.1,"",81.5,"",979.7,"",1013.9,"",132.9,"",184.1,""
"349200660","NOWY S•CZ","2001","08",3.7,"",1.0,"",19.3,"",17.5,"",79.3,"",983.0,"",1017.3,"",8.9,"",44.9,""
"349200660","NOWY S•CZ","2001","09",6.0,"",1.4,"",12.7,"",12.3,"",84.0,"",977.3,"",1012.3,"",30.2,"",21.9,""
"349200660","NOWY S•CZ","2001","10",4.3,"",1.2,"",12.1,"",11.9,"",83.5,"",985.5,"",1020.9,"",4.2,"",13.6,""
"349200660","NOWY S•CZ","2001","11",5.9,"",2.2,"",2.3,"",6.1,"",83.7,"",982.7,"",1019.2,"",15.6,"",21.3,""
"349200660","NOWY S•CZ","2001","12",6.1,"",1.4,"",-4.9,"",3.8,"",85.5,"",985.0,"",1022.6,"",20.7,"",21.0,""
"349210670","KROSNO","2001","01",5.8,"",3.6,"",-.8,"",5.2,"",87.3,"",979.0,"",1020.1,"",24.6,"",27.3,""
"349210670","KROSNO","2001","02",5.7,"",4.0,"",-.5,"",5.3,"",84.9,"",976.2,"",1017.2,"",14.1,"",11.3,""
"349210670","KROSNO","2001","03",6.0,"",3.9,"",3.9,"",6.7,"",80.9,"",970.0,"",1010.1,"",33.9,"",33.3,""
"349210670","KROSNO","2001","04",5.6,"",3.8,"",8.3,"",8.1,"",76.4,"",972.8,"",1012.3,"",44.1,"",41.6,""
"349210670","KROSNO","2001","05",4.1,"",3.6,"",14.3,"",10.9,"",67.5,"",976.5,"",1015.4,"",31.0,"",32.7,""
"349210670","KROSNO","2001","06",6.1,"",3.4,"",14.5,"",13.3,"",81.6,"",974.6,"",1013.3,"",115.9,"",57.4,""
"349210670","KROSNO","2001","07",5.1,"",2.8,"",19.2,"",18.1,"",83.0,"",975.6,"",1013.7,"",121.3,"",55.9,""
"349210670","KROSNO","2001","08",3.8,"",2.8,"",18.8,"",16.7,"",78.0,"",978.8,"",1017.1,"",48.4,"",46.2,""
"349210670","KROSNO","2001","09",6.3,"",3.4,"",12.1,"",12.0,"",84.5,"",973.3,"",1012.2,"",58.2,"",36.1,""
"349210670","KROSNO","2001","10",4.6,"",3.2,"",11.3,"",11.6,"",84.4,"",981.5,"",1020.9,"",6.1,"",25.5,""
